,Five_grams,Frequency
4896,"('QT_QTC', 'N_NN', 'N_NN', 'N_NN', 'RP_RPD')",2
4897,"('N_NN', 'DM_DMQ', 'N_NN', 'V_VM_VNF', 'JJ')",2
4898,"('DM_DMQ', 'N_NN', 'V_VM_VNF', 'JJ', 'N_NN')",2
4899,"('RD_PUNC', 'N_NN', 'DM_DMQ', 'N_NN', 'N_NN')",2
4900,"('DM_DMQ', 'N_NN', 'V_VM_VNF', 'N_NN', 'V_VM_VF')",2
4901,"('N_NN', 'V_VM_VINF', 'N_NST', 'RP_RPD', 'N_NN')",2
4902,"('N_NST', 'RP_RPD', 'N_NN', 'N_NN', 'V_VM_VNF')",2
4903,"('QT_QTC', 'RD_PUNC', 'QT_QTC', 'N_NN', 'RP_INTF')",2
4904,"('RD_PUNC', 'QT_QTC', 'N_NN', 'RP_INTF', 'N_NN')",2
4905,"('QT_QTC', 'N_NN', 'RP_INTF', 'N_NN', 'V_VM_VF')",2
4906,"('N_NN', 'CC_CCD', 'N_NN', 'V_VM_VINF', 'N_NN')",2
4907,"('N_NN', 'N_NN', 'RP_RPD', 'V_VM_VINF', 'N_NN')",2
4908,"('N_NN', 'RP_RPD', 'V_VM_VINF', 'N_NN', 'PR_PRP')",2
4909,"('V_VM_VINF', 'N_NN', 'PR_PRP', 'V_VM_VINF', 'N_NN')",2
4910,"('PR_PRP', 'PR_PRP', 'JJ', 'N_NN', 'N_NN')",2
4911,"('PR_PRP', 'JJ', 'N_NN', 'N_NN', 'PR_PRP')",2
4912,"('N_NN', 'PR_PRP', 'N_NN', 'N_NN', 'RP_RPD')",2
4913,"('N_NN', 'N_NN', 'RP_RPD', 'RB', 'N_NN')",2
4914,"('N_NN', 'RP_RPD', 'RB', 'N_NN', 'V_VM_VF')",2
4915,"('V_VM_VNF', 'RB', 'PR_PRP', 'V_VM_VF', 'RD_PUNC')",2
4916,"('N_NN', 'N_NN', 'V_VM_VNG', 'N_NN', 'V_VM_VINF')",2
4917,"('V_VM_VINF', 'N_NN', 'N_NN', 'N_NN', 'QT_QTF')",2
4918,"('RP_RPD', 'N_NN', 'DM_DMQ', 'V_VM_VF', 'RD_PUNC')",2
4919,"('PR_PRP', 'N_NN', 'RP_RPD', 'N_NN', 'V_VM_VF')",2
4920,"('N_NN', 'RP_RPD', 'N_NN', 'V_VM_VNF', 'PR_PRP')",2
4921,"('PR_PRP', 'N_NN', 'N_NN', 'V_VM_VNG', 'N_NN')",2
4922,"('N_NN', 'N_NN', 'N_NST', 'N_NN', 'DM_DMQ')",2
4923,"('N_NN', 'N_NST', 'N_NN', 'DM_DMQ', 'V_VM_VF')",2
4924,"('N_NST', 'N_NN', 'DM_DMQ', 'V_VM_VF', 'RD_PUNC')",2
4925,"('V_VM_VINF', 'N_NN', 'PSP', 'RD_PUNC', 'N_NN')",2
4926,"('RP_INTF', 'RB', 'N_NN', 'N_NN', 'N_NN')",2
4927,"('QT_QTC', 'N_NN', 'V_VM_VNF', 'N_NN', 'DM_DMQ')",2
4928,"('RB', 'V_VM_VNF', 'V_VM_VNF', 'DM_DMR', 'N_NN')",2
4929,"('V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'N_NN', 'PSP')",2
4930,"('PR_PRP', 'N_NN', 'PSP', 'RB', 'V_VM_VF')",2
4931,"('RD_PUNC', 'N_NN', 'N_NN', 'RB', 'V_VM_VINF')",2
4932,"('N_NN', 'RD_PUNC', 'CC_CCD', 'PR_PRP', 'N_NN')",2
4933,"('JJ', 'N_NN', 'N_NN', 'N_NN', 'DM_DMR')",2
4934,"('V_VM_VINF', 'N_NN', 'PR_PRP', 'N_NN', 'RB')",2
4935,"('PR_PRP', 'N_NN', 'RB', 'N_NN', 'V_VM_VNG')",2
4936,"('N_NN', 'RB', 'N_NN', 'V_VM_VNG', 'N_NN')",2
4937,"('RB', 'N_NN', 'V_VM_VNG', 'N_NN', 'RD_PUNC')",2
4938,"('N_NN', 'RB', 'V_VM_VINF', 'PR_PRP', 'RD_PUNC')",2
4939,"('PR_PRP', 'RD_PUNC', 'V_VM_VNF', 'RD_PUNC', 'CC_CCS')",2
4940,"('RD_PUNC', 'V_VM_VNF', 'RD_PUNC', 'CC_CCS', 'V_VM_VNF')",2
4941,"('DM_DMQ', 'RP_RPD', 'DM_DMQ', 'N_NN', 'N_NN')",2
4942,"('DM_DMQ', 'N_NN', 'N_NN', 'RB', 'V_VM_VF')",2
4943,"('N_NN', 'N_NN', 'V_VM_VNF', 'V_VM_VNF', 'DM_DMR')",2
4944,"('V_VM_VNF', 'V_VM_VNF', 'DM_DMR', 'N_NN', 'V_VM_VF')",2
4945,"('N_NN', 'RP_RPD', 'DM_DMD', 'N_NN', 'N_NN')",2
4946,"('RP_RPD', 'DM_DMD', 'N_NN', 'N_NN', 'N_NN')",2
4947,"('N_NN', 'N_NN', 'DM_DMR', 'N_NN', 'CC_CCD')",2
4948,"('N_NN', 'RB', 'RD_PUNC', 'RB', 'V_VM_VNF')",2
4949,"('RB', 'V_VM_VNF', 'DM_DMR', 'N_NN', 'N_NN')",2
4950,"('N_NN', 'DM_DMR', 'RD_PUNC', 'N_NN', 'N_NN')",2
4951,"('N_NN', 'N_NN', 'V_VM_VINF', 'N_NN', 'DM_DMR')",2
4952,"('N_NN', 'N_NST', 'RB', 'N_NN', 'V_VM_VF')",2
4953,"('N_NN', 'V_VM_VNF', 'DM_DMD', 'N_NN', 'DM_DMR')",2
4954,"('V_VM_VNF', 'DM_DMD', 'N_NN', 'DM_DMR', 'N_NN')",2
4955,"('V_VM_VNF', 'V_VM_VNF', 'PR_PRP', 'N_NN', 'V_VM_VNG')",2
4956,"('V_VM_VNF', 'PR_PRP', 'N_NN', 'V_VM_VNG', 'RD_PUNC')",2
4957,"('V_VM_VNF', 'N_NN', 'RP_RPD', 'RD_PUNC', 'N_NN')",2
4958,"('RP_RPD', 'RD_PUNC', 'N_NN', 'N_NN', 'V_VM_VINF')",2
4959,"('RD_PUNC', 'N_NN', 'N_NN', 'V_VM_VINF', 'PR_PRP')",2
4960,"('N_NN', 'DM_DMD', 'N_NN', 'N_NN', 'PSP')",2
4961,"('DM_DMD', 'N_NN', 'N_NN', 'PSP', 'DM_DMD')",2
4962,"('QT_QTC', 'N_NN', 'RD_PUNC', 'DM_DMD', 'N_NN')",2
4963,"('DM_DMD', 'RB', 'N_NN', 'QT_QTC', 'N_NN')",2
4964,"('V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'V_VM_VNF', 'V_VM_VF')",2
4965,"('RD_PUNC', 'PR_PRP', 'V_VM_VNF', 'V_VM_VF', 'RD_PUNC')",2
4966,"('N_NN', 'RP_RPD', 'RP_INTF', 'N_NN', 'V_VM_VF')",2
4967,"('N_NN', 'PSP', 'V_VM_VINF', 'N_NN', 'RD_PUNC')",2
4968,"('DM_DMR', 'N_NN', 'N_NN', 'CC_CCD', 'N_NN')",2
4969,"('N_NN', 'N_NN', 'N_NN', 'CC_CCD', 'QT_QTC')",2
4970,"('PSP', 'N_NN', 'PR_PRP', 'N_NN', 'N_NN')",2
4971,"('PR_PRP', 'V_VM_VINF', 'N_NN', 'RD_PUNC', 'CC_CCD')",2
4972,"('RD_PUNC', 'DM_DMD', 'N_NN', 'N_NN', 'V_VM_VF')",2
4973,"('RD_PUNC', 'RD_PUNC', 'N_NN', 'RB', 'V_VM_VF')",2
4974,"('V_VM_VINF', 'N_NN', 'PR_PRP', 'N_NN', 'PR_PRP')",2
4975,"('PR_PRP', 'N_NN', 'PR_PRP', 'N_NN', 'RB')",2
4976,"('N_NN', 'N_NN', 'V_VM_VNG', 'PSP', 'RB')",2
4977,"('RP_RPD', 'V_VM_VNF', 'N_NN', 'RD_PUNC', 'N_NN')",2
4978,"('N_NN', 'V_VM_VINF', 'N_NN', 'N_NNP', 'PR_PRP')",2
4979,"('V_VM_VINF', 'N_NN', 'N_NNP', 'PR_PRP', 'N_NN')",2
4980,"('N_NN', 'V_VM_VNF', 'RP_RPD', 'N_NN', 'PR_PRP')",2
4981,"('V_VM_VNF', 'RP_RPD', 'N_NN', 'PR_PRP', 'N_NN')",2
4982,"('RP_INTF', 'N_NN', 'N_NN', 'N_NN', 'N_NN')",2
4983,"('N_NN', 'N_NN', 'N_NN', 'RD_PUNC', 'V_VM_VF')",2
4984,"('V_VM_VINF', 'N_NN', 'DM_DMR', 'N_NN', 'JJ')",2
4985,"('RP_RPD', 'N_NN', 'N_NN', 'N_NN', 'V_VM_VINF')",2
4986,"('QT_QTC', 'PSP', 'JJ', 'N_NN', 'N_NN')",2
4987,"('N_NN', 'N_NN', 'PSP', 'N_NN', 'RP_RPD')",2
4988,"('N_NN', 'RP_RPD', 'DM_DMR', 'N_NN', 'V_VM_VF')",2
4989,"('RP_RPD', 'DM_DMR', 'N_NN', 'V_VM_VF', 'RD_PUNC')",2
4990,"('N_NN', 'RP_RPD', 'PR_PRP', 'N_NN', 'V_VM_VINF')",2
4991,"('PR_PRP', 'N_NN', 'V_VM_VINF', 'N_NST', 'N_NN')",2
4992,"('N_NN', 'V_VM_VNF', 'N_NST', 'JJ', 'N_NN')",2
4993,"('PR_PRP', 'RP_INTF', 'JJ', 'N_NN', 'N_NN')",2
4994,"('N_NN', 'N_NST', 'RB', 'V_VM_VINF', 'N_NN')",2
4995,"('PSP', 'V_VM_VINF', 'N_NN', 'N_NN', 'DM_DMR')",2
4996,"('DM_DMR', 'N_NN', 'N_NST', 'QT_QTC', 'N_NN')",2
4997,"('N_NN', 'QT_QTC', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",2
4998,"('N_NN', 'N_NN', 'DM_DMD', 'N_NST', 'QT_QTC')",2
4999,"('V_VM_VNF', 'N_NN', 'QT_QTC', 'N_NN', 'RB')",2
5000,"('DM_DMQ', 'RP_RPD', 'QT_QTF', 'N_NN', 'N_NN')",2
5001,"('RB', 'N_NN', 'JJ', 'N_NN', 'N_NN')",2
5002,"('V_VM_VNF', 'PR_PRP', 'JJ', 'N_NN', 'JJ')",2
5003,"('N_NN', 'N_NN', 'PSP', 'RD_PUNC', 'CC_CCD')",2
5004,"('V_VM_VNF', 'V_VM_VINF', 'N_NN', 'N_NN', 'QT_QTC')",2
5005,"('QT_QTC', 'RD_PUNC', 'N_NN', 'N_NST', 'RD_PUNC')",2
5006,"('RD_PUNC', 'N_NN', 'N_NST', 'RD_PUNC', 'N_NN')",2
5007,"('N_NN', 'RP_RPD', 'DM_DMD', 'N_NN', 'V_VM_VF')",2
5008,"('RP_RPD', 'DM_DMD', 'N_NN', 'V_VM_VF', 'RD_PUNC')",2
5009,"('V_VM_VINF', 'N_NN', 'RP_RPD', 'N_NN', 'RD_PUNC')",2
5010,"('V_VM_VNG', 'RD_PUNC', 'N_NN', 'N_NN', 'V_VM_VNF')",2
5011,"('N_NN', 'QT_QTC', 'RD_PUNC', 'N_NN', 'JJ')",2
5012,"('PSP', 'RD_PUNC', 'N_NN', 'N_NN', 'PSP')",2
5013,"('N_NN', 'V_VM_VINF', 'V_VM_VNF', 'PR_PRP', 'N_NN')",2
5014,"('N_NN', 'V_VM_VINF', 'N_NN', 'N_NN', 'QT_QTF')",2
5015,"('N_NN', 'RB', 'QT_QTC', 'RD_PUNC', 'N_NN')",2
5016,"('RB', 'QT_QTC', 'RD_PUNC', 'N_NN', 'N_NN')",2
5017,"('N_NN', 'N_NN', 'V_VM_VNG', 'PSP', 'RD_PUNC')",2
5018,"('N_NNP', 'N_NNP', 'RD_PUNC', 'N_NN', 'V_VM_VINF')",2
5019,"('V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'N_NST', 'V_VM_VNF')",2
5020,"('RD_PUNC', 'PR_PRP', 'N_NST', 'V_VM_VNF', 'N_NN')",2
5021,"('V_VM_VNF', 'N_NST', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",2
5022,"('V_VM_VNF', 'RD_PUNC', 'N_NN', 'V_VM_VINF', 'V_VM_VNF')",2
5023,"('RD_PUNC', 'N_NN', 'V_VM_VINF', 'V_VM_VNF', 'RD_PUNC')",2
5024,"('V_VM_VNF', 'RD_PUNC', 'V_VM_VINF', 'N_NN', 'V_VM_VNF')",2
5025,"('N_NN', 'N_NN', 'N_NN', 'RP_RPD', 'RP_INTF')",2
5026,"('RP_INTF', 'N_NN', 'N_NN', 'N_NN', 'V_VM_VF')",2
5027,"('V_VM_VNG', 'RD_PUNC', 'N_NN', 'N_NN', 'RD_PUNC')",2
5028,"('V_VM_VINF', 'N_NN', 'N_NN', 'QT_QTC', 'RD_PUNC')",2
5029,"('N_NN', 'N_NN', 'N_NN', 'N_NN', 'QT_QTO')",2
5030,"('DM_DMQ', 'V_VM_VNF', 'PR_PRP', 'N_NN', 'V_VM_VF')",2
5031,"('N_NN', 'V_VM_VNF', 'N_NN', 'N_NST', 'JJ')",2
5032,"('V_VM_VNF', 'N_NN', 'N_NST', 'JJ', 'N_NN')",2
5033,"('N_NN', 'N_NN', 'V_VM_VNF', 'RP_RPD', 'JJ')",2
5034,"('N_NN', 'V_VM_VNF', 'RP_RPD', 'JJ', 'N_NN')",2
5035,"('N_NN', 'DM_DMD', 'N_NN', 'RB', 'N_NN')",2
5036,"('DM_DMD', 'N_NN', 'RB', 'N_NN', 'PSP')",2
5037,"('N_NN', 'V_VM_VNF', 'N_NN', 'N_NST', 'V_VM_VINF')",2
5038,"('V_VM_VNF', 'N_NN', 'N_NST', 'V_VM_VINF', 'N_NN')",2
5039,"('N_NN', 'N_NNP', 'RD_PUNC', 'N_NN', 'V_VM_VINF')",2
5040,"('RB', 'V_VM_VNG', 'RD_PUNC', 'N_NN', 'N_NN')",2
5041,"('PR_PRP', 'CC_CCD', 'N_NN', 'V_VM_VNF', 'N_NN')",2
5042,"('N_NN', 'V_VM_VNG', 'V_VM_VNF', 'PR_PRP', 'V_VM_VF')",2
5043,"('V_VM_VNG', 'V_VM_VNF', 'PR_PRP', 'V_VM_VF', 'RD_PUNC')",2
5044,"('V_VM_VNG', 'V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'N_NN')",2
5045,"('JJ', 'N_NN', 'PR_PRP', 'PR_PRP', 'N_NN')",2
5046,"('N_NN', 'PR_PRP', 'PR_PRP', 'N_NN', 'JJ')",2
5047,"('RD_PUNC', 'CC_CCD', 'RD_PUNC', 'N_NNP', 'N_NN')",2
5048,"('N_NNP', 'RD_PUNC', 'N_NN', 'RD_PUNC', 'N_NST')",2
5049,"('N_NNP', 'RD_PUNC', 'N_NN', 'RD_PUNC', 'V_VM_VF')",2
5050,"('N_NN', 'QT_QTF', 'RP_CL', 'V_VM_VF', 'RD_PUNC')",2
5051,"('JJ', 'N_NN', 'PSP', 'DM_DMD', 'N_NN')",2
5052,"('V_VM_VNF', 'N_NN', 'N_NN', 'V_VM_VINF', 'N_NNP')",2
5053,"('N_NNP', 'N_NN', 'RD_PUNC', 'PR_PRP', 'N_NN')",2
5054,"('PR_PRP', 'N_NN', 'N_NN', 'V_VM_VINF', 'QT_QTC')",2
5055,"('V_VM_VINF', 'QT_QTC', 'N_NN', 'N_NN', 'RD_PUNC')",2
5056,"('N_NN', 'RD_PUNC', 'N_NN', 'RP_RPD', 'V_VM_VNF')",2
5057,"('N_NN', 'RP_RPD', 'V_VM_VNF', 'RD_PUNC', 'N_NN')",2
5058,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'PSP', 'JJ')",2
5059,"('RD_PUNC', 'PSP', 'JJ', 'N_NN', 'N_NN')",2
5060,"('DM_DMQ', 'N_NN', 'N_NN', 'N_NN', 'V_VM_VF')",2
5061,"('N_NNP', 'N_NN', 'RD_PUNC', 'N_NN', 'RP_INTF')",2
5062,"('RD_PUNC', 'N_NNP', 'N_NNP', 'N_NNP', 'QT_QTC')",2
5063,"('RP_INTF', 'N_NN', 'RD_PUNC', 'N_NNP', 'RD_PUNC')",2
5064,"('N_NN', 'RD_PUNC', 'JJ', 'JJ', 'N_NN')",2
5065,"('JJ', 'JJ', 'N_NN', 'V_VM_VINF', 'N_NN')",2
5066,"('RP_CL', 'N_NN', 'N_NN', 'V_VM_VF', 'RD_PUNC')",2
5067,"('N_NNP', 'RD_PUNC', 'N_NNP', 'RD_PUNC', 'DM_DMD')",2
5068,"('DM_DMD', 'QT_QTC', 'N_NN', 'RP_INTF', 'N_NN')",2
5069,"('N_NNP', 'RD_PUNC', 'N_NST', 'V_VM_VF', 'RD_PUNC')",2
5070,"('N_NST', 'N_NN', 'N_NN', 'PSP', 'RD_PUNC')",2
5071,"('N_NST', 'N_NN', 'RB', 'V_VM_VF', 'RD_PUNC')",2
5072,"('N_NN', 'N_NN', 'V_VM_VNF', 'PR_PRP', 'N_NNP')",2
5073,"('CC_CCS', 'N_NNP', 'RP_INTF', 'N_NN', 'RD_PUNC')",2
5074,"('N_NNP', 'N_NNP', 'PR_PRP', 'N_NN', 'N_NN')",2
5075,"('PR_PRP', 'N_NN', 'N_NN', 'CC_CCS_UT', 'N_NN')",2
5076,"('N_NN', 'N_NN', 'CC_CCS_UT', 'N_NN', 'V_VM_VF')",2
5077,"('RB', 'N_NNP', 'RD_PUNC', 'N_NNP', 'RD_PUNC')",2
5078,"('N_NNP', 'CC_CCS', 'N_NN', 'V_VM_VNF', 'JJ')",2
5079,"('CC_CCS', 'N_NN', 'V_VM_VNF', 'JJ', 'N_NN')",2
5080,"('N_NNP', 'N_NNP', 'N_NN', 'JJ', 'N_NN')",2
5081,"('N_NN', 'N_NN', 'RD_PUNC', 'N_NNP', 'N_NST')",2
5082,"('N_NNP', 'N_NST', 'N_NN', 'V_VM_VF', 'RD_PUNC')",2
5083,"('RD_PUNC', 'N_NN', 'N_NNP', 'V_VM_VNF', 'N_NN')",2
5084,"('N_NNP', 'V_VM_VNF', 'N_NN', 'N_NNP', 'N_NN')",2
5085,"('V_VM_VNF', 'RD_PUNC', 'DM_DMD', 'N_NN', 'V_VM_VF')",2
5086,"('N_NNP', 'N_NST', 'N_NN', 'N_NN', 'N_NN')",2
5087,"('V_VM_VNF', 'N_NN', 'RD_PUNC', 'N_NNP', 'PSP')",2
5088,"('N_NN', 'RD_PUNC', 'N_NNP', 'PSP', 'RD_PUNC')",2
5089,"('RD_PUNC', 'RP_RPD', 'JJ', 'N_NN', 'RD_PUNC')",2
5090,"('N_NN', 'RD_PUNC', 'CC_CCS', 'N_NN', 'RD_PUNC')",2
5091,"('CC_CCS', 'N_NN', 'RD_PUNC', 'N_NN', 'RD_PUNC')",2
5092,"('N_NN', 'N_NST', 'V_VM_VINF', 'QT_QTC', 'N_NN')",2
5093,"('N_NST', 'N_NNP', 'N_NST', 'V_VM_VF', 'RD_PUNC')",2
5094,"('DM_DMD', 'N_NN', 'PSP', 'N_NN', 'RD_PUNC')",2
5095,"('N_NNP', 'RD_PUNC', 'N_NNP', 'RD_PUNC', 'CC_CCD')",2
5096,"('N_NNP', 'RD_PUNC', 'CC_CCD', 'QT_QTC', 'N_NN')",2
5097,"('PR_PRP', 'N_NNP', 'N_NN', 'N_NNP', 'V_VM_VF')",2
5098,"('N_NN', 'QT_QTF', 'JJ', 'N_NN', 'V_VM_VF')",2
5099,"('N_NN', 'V_VM_VNF', 'PR_PRP', 'N_NST', 'V_VM_VNF')",2
5100,"('V_VM_VNF', 'PR_PRP', 'N_NST', 'V_VM_VNF', 'N_NN')",2
5101,"('N_NNP', 'V_VM_VNF', 'RD_PUNC', 'N_NN', 'RD_PUNC')",2
5102,"('N_NNP', 'N_NNP', 'N_NN', 'V_VM_VF', 'N_NNP')",2
5103,"('PSP', 'RB', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",2
5104,"('DM_DMD', 'N_NN', 'N_NN', 'N_NNP', 'RD_PUNC')",2
5105,"('N_NN', 'N_NN', 'N_NNP', 'PR_PRP', 'N_NN')",2
5106,"('PR_PRP', 'N_NN', 'N_NNP', 'V_VM_VNF', 'N_NNP')",2
5107,"('N_NN', 'N_NNP', 'N_NN', 'RD_PUNC', 'PR_PRP')",2
5108,"('N_NN', 'RD_PUNC', 'PR_PRP', 'N_NNP', 'RD_PUNC')",2
5109,"('PR_PRP', 'N_NN', 'V_VM_VNF', 'QT_QTC', 'N_NN')",2
5110,"('V_VM_VNF', 'V_VM_VNF', 'RB', 'N_NN', 'V_VM_VNF')",2
5111,"('N_NNP', 'N_NNP', 'N_NN', 'QT_QTC', 'N_NN')",2
5112,"('N_NNP', 'N_NN', 'QT_QTC', 'N_NN', 'RB')",2
5113,"('QT_QTF', 'N_NN', 'N_NNP', 'N_NN', 'V_VM_VNF')",2
5114,"('RD_PUNC', 'DM_DMQ', 'N_NN', 'V_VM_VNF', 'V_VM_VNF')",2
5115,"('DM_DMQ', 'N_NN', 'V_VM_VNF', 'V_VM_VNF', 'RD_PUNC')",2
5116,"('N_NN', 'V_VM_VNF', 'V_VM_VNF', 'RD_PUNC', 'V_VM_VF')",2
5117,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'V_VM_VINF')",2
5118,"('V_VM_VNF', 'V_VM_VNF', 'RD_PUNC', 'N_NN', 'QT_QTC')",2
5119,"('PR_PRP', 'N_NNP', 'N_NN', 'N_NNP', 'N_NN')",2
5120,"('V_VM_VINF', 'N_NST', 'N_NN', 'V_VM_VNF', 'N_NN')",2
5121,"('N_NN', 'RD_PUNC', 'N_NN', 'CC_CCS', 'N_NN')",2
5122,"('N_NNP', 'RD_PUNC', 'PR_PRP', 'N_NN', 'V_VM_VNF')",2
5123,"('RD_PUNC', 'PR_PRP', 'N_NN', 'V_VM_VNF', 'V_VM_VINF')",2
5124,"('N_NN', 'V_VM_VNF', 'V_VM_VINF', 'QT_QTC', 'N_NN')",2
5125,"('PR_PRP', 'V_VM_VNF', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",2
5126,"('V_VM_VNF', 'N_NN', 'QT_QTC', 'JJ', 'N_NN')",2
5127,"('JJ', 'N_NN', 'V_VM_VNF', 'N_NNP', 'V_VM_VF')",2
5128,"('V_VM_VNF', 'RD_PUNC', 'N_NNP', 'RD_PUNC', 'CC_CCD')",2
5129,"('V_VM_VNF', 'N_NN', 'DM_DMD', 'N_NN', 'V_VM_VF')",2
5130,"('PSP', 'N_NN', 'N_NN', 'V_VM_VNF', 'N_NST')",2
5131,"('DM_DMD', 'N_NN', 'QT_QTF', 'N_NN', 'V_VM_VF')",2
5132,"('DM_DMD', 'JJ', 'N_NN', 'N_NN', 'N_NN')",2
5133,"('PR_PRP', 'N_NN', 'N_NN', 'PSP', 'V_VM_VNF')",2
5134,"('N_NN', 'N_NN', 'RD_SYM', 'V_VM_VF', 'RD_PUNC')",2
5135,"('V_VM_VNF', 'N_NST', 'N_NN', 'RB', 'N_NN')",2
5136,"('N_NN', 'JJ', 'N_NNP', 'N_NN', 'RD_PUNC')",2
5137,"('RD_PUNC', 'N_NN', 'RP_RPD', 'N_NN', 'V_VM_VNF')",2
5138,"('V_VM_VNF', 'N_NN', 'N_NN', 'N_NNP', 'PR_PRP')",2
5139,"('QT_QTC', 'RD_PUNC', 'N_NN', 'N_NNP', 'PSP')",2
5140,"('PR_PRP', 'QT_QTC', 'N_NN', 'RB', 'V_VM_VF')",2
5141,"('N_NN', 'V_VM_VNF', 'N_NNP', 'V_VM_VINF', 'N_NN')",2
5142,"('N_NNP', 'RD_PUNC', 'N_NN', 'QT_QTC', 'RD_PUNC')",2
5143,"('N_NNP', 'N_NN', 'N_NN', 'N_NNP', 'V_VM_VNF')",2
5144,"('N_NN', 'N_NN', 'N_NNP', 'V_VM_VNF', 'N_NN')",2
5145,"('N_NN', 'N_NNP', 'V_VM_VNF', 'N_NN', 'RD_PUNC')",2
5146,"('N_NN', 'V_VM_VINF', 'N_NN', 'PR_PRP', 'V_VM_VF')",2
5147,"('N_NN', 'N_NNP', 'N_NN', 'N_NNP', 'V_VM_VNF')",2
5148,"('DM_DMD', 'N_NN', 'N_NNP', 'V_VM_VF', 'RD_PUNC')",2
5149,"('N_NNP', 'N_NN', 'PSP', 'N_NNP', 'N_NN')",2
5150,"('V_VM_VNF', 'N_NNP', 'N_NN', 'V_VM_VNF', 'PR_PRP')",2
5151,"('N_NNP', 'JJ', 'RB', 'V_VM_VF', 'RD_PUNC')",2
5152,"('N_NST', 'RD_PUNC', 'N_NN', 'N_NN', 'RD_PUNC')",2
5153,"('PR_PRP', 'V_VM_VNF', 'PR_PRP', 'RB', 'V_VM_VF')",2
5154,"('V_VM_VINF', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'JJ')",2
5155,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'JJ', 'JJ')",2
5156,"('V_VM_VNF', 'RD_PUNC', 'JJ', 'JJ', 'N_NN')",2
5157,"('N_NN', 'PSP', 'RB', 'N_NN', 'RD_PUNC')",2
5158,"('RD_SYM', 'N_NN', 'V_VM_VNF', 'V_VM_VNF', 'N_NN')",2
5159,"('RD_PUNC', 'V_VM_VNF', 'N_NN', 'RD_PUNC', 'V_VM_VNF')",2
5160,"('RD_PUNC', 'V_VM_VNF', 'N_NN', 'QT_QTC', 'N_NN')",2
5161,"('N_NN', 'RD_PUNC', 'N_NN', 'N_NN', 'QT_QTO')",2
5162,"('N_NN', 'QT_QTO', 'N_NN', 'V_VM_VNF', 'N_NN')",2
5163,"('N_NNP', 'PR_PRP', 'N_NN', 'N_NN', 'RD_PUNC')",2
5164,"('N_NN', 'RD_PUNC', 'RD_SYM', 'N_NN', 'RD_SYM')",2
5165,"('N_NNP', 'N_NNP', 'PSP', 'N_NN', 'RD_PUNC')",2
5166,"('PR_PRP', 'V_VM_VNF', 'N_NN', 'RD_PUNC', 'PR_PRP')",2
5167,"('N_NN', 'V_VM_VNF', 'QT_QTO', 'N_NN', 'RD_PUNC')",2
5168,"('N_NN', 'RD_UNK', 'N_NN', 'PSP', 'V_VM_VF')",2
5169,"('RD_UNK', 'N_NN', 'PSP', 'V_VM_VF', 'RD_PUNC')",2
5170,"('N_NN', 'PR_PRP', 'N_NST', 'N_NN', 'RD_PUNC')",2
5171,"('N_NN', 'RD_PUNC', 'V_VM_VNF', 'RD_PUNC', 'N_NNP')",2
5172,"('QT_QTC', 'N_NN', 'N_NST', 'V_VM_VNF', 'V_VM_VNF')",2
5173,"('N_NST', 'V_VM_VNF', 'V_VM_VNF', 'N_NN', 'V_VM_VF')",2
5174,"('N_NNP', 'N_NNP', 'N_NN', 'N_NN', 'QT_QTC')",2
5175,"('QT_QTC', 'N_NN', 'N_NNP', 'V_VM_VF', 'RD_PUNC')",2
5176,"('DM_DMD', 'N_NN', 'V_VM_VNF', 'N_NNP', 'N_NN')",2
5177,"('N_NNP', 'N_NN', 'N_NST', 'N_NN', 'V_VM_VF')",2
5178,"('N_NNP', 'RD_PUNC', 'RD_PUNC', 'PR_PRP', 'N_NNP')",2
5179,"('JJ', 'RB', 'RD_PUNC', 'N_NN', 'N_NN')",2
5180,"('RB', 'RD_PUNC', 'N_NN', 'N_NN', 'PSP')",2
5181,"('RD_PUNC', 'V_VM_VNF', 'V_VM_VNF', 'N_NN', 'V_VM_VF')",2
5182,"('DM_DMD', 'N_NN', 'N_NN', 'QT_QTC', 'RD_PUNC')",2
5183,"('DM_DMD', 'N_NN', 'N_NN', 'RP_INTF', 'N_NN')",2
5184,"('N_NN', 'N_NN', 'RP_INTF', 'N_NN', 'CC_CCD')",2
5185,"('N_NN', 'RP_INTF', 'N_NN', 'CC_CCD', 'N_NN')",2
5186,"('N_NN', 'CC_CCD', 'N_NN', 'V_VM_VNF', 'JJ')",2
5187,"('CC_CCD', 'N_NN', 'V_VM_VNF', 'JJ', 'N_NN')",2
5188,"('V_VM_VNF', 'JJ', 'N_NN', 'PR_PRP', 'V_VM_VNF')",2
